,title,price,asin,imageURLHighRes,ratings
1230,"Oreo Birthday Cake Chocolate Sandwich Cookies, 15.25 Ounce",$2.98,B00R69L4EY,"['https://images-na.ssl-images-amazon.com/images/I/51za5PqfN8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EzcC0E%2BgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ZqitGG4QL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517fxY9gowL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51C44I5Sy4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Citb8bfcL.jpg']",3.9545454545454546
1231,"Windex Electronics Wipes, 25 ct",$5.19,B00RBQ0524,"['https://images-na.ssl-images-amazon.com/images/I/41PXEsI7LML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51d0vxNwvIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515f5OcuQxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51wNxGs48RL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51U14vOnfqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51FBpOJdE2L.jpg']",3.6972222222222224
1232,"Glade Automatic Spray Starter Clean Linen, 6.20-Ounce",$9.92,B00RBPXXOC,"['https://images-na.ssl-images-amazon.com/images/I/51U33VdnGyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Cw8VDXkHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31QYdu8AvtL.jpg']",3.9915254237288136
1233,"Windex Glass and Surface Wipes, Original, 28 ct",$2.99,B00RBQ0AIS,"['https://images-na.ssl-images-amazon.com/images/I/41SHWzg-bhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51cZicFODZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XO58bIVyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51r-mwS4d6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2B7bO3BgfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51kF2ATODhL.jpg']",4.417910447761194
1234,GLD AIR Solid Gel HAWAIN BRZ 6OZ,$0.99,B00RBPY4HW,"['https://images-na.ssl-images-amazon.com/images/I/41aIO6-DJrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZWqKVNW1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ifjmZpE4L.jpg']",3.391304347826087
1235,"Glade Solid Air Freshener, Clean Linen, 6 oz",$0.97,B00RBPY7JC,"['https://images-na.ssl-images-amazon.com/images/I/41QxyS8T9KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41z0SmBNJlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31XVsuMSh%2BL.jpg']",3.571969696969697
1236,"Scrubbing Bubbles Fresh Gel Toilet Cleaning Stamp, Rainshower, Dispenser with 6 Stamps",$3.86,B00RBPZN6S,"['https://images-na.ssl-images-amazon.com/images/I/51Du7RdEcLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41frqHfBwEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51bGoHmktxL.jpg']",4.142857142857143
1237,Glad ForceFlex OdorShield Tall Kitchen Drawstring Trash Bags - Gain Original and Febreze Freshness - 13 Gallon - 34 Count,$8.12,B00RCJT6IY,"['https://images-na.ssl-images-amazon.com/images/I/51cIijPUOpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517sPOJnv7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lUcuBtP%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41UsifHkw3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sPZrJIUwL.jpg']",4.75
1238,"Pringles&nbsp;Potato Crisps Chips, Original Flavored, Single Serve, Grab and Go,&nbsp;1.3 oz Can(Pack of 12)",$7.23,B00REK0AC2,"['https://images-na.ssl-images-amazon.com/images/I/51hISTsNlpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41P2WnwK70L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51wWNK4me8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-2%2BkMhnrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51asbQ-qZbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31z7SAmFpgL.jpg']",4.112
1239,"belVita Cinnamon Brown Sugar Breakfast Biscuits, 1.76 Ounce, 8 Pack",$4.77,B00RGL7EAA,"['https://images-na.ssl-images-amazon.com/images/I/51kbJhIy5zL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hksd9RPYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ZIPdoSwBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fWPBEI-7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61XSLKGQgIL.jpg']",4.5423728813559325
1240,"belVita Blueberry Breakfast Biscuits, 8 Count Box, 14.08 Ounce",$7.20,B00RGL76M6,"['https://images-na.ssl-images-amazon.com/images/I/41Hhht%2BoMrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41N0ZyPjA%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XHjkRja4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41pZyjzRegL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2BJRpfOmRL.jpg']",4.45303867403315
1241,"belVita Golden Oat Breakfast Biscuits, 8 Count Box, 14.08 Ounce",$4.78,B00RGL7AJU,"['https://images-na.ssl-images-amazon.com/images/I/41AjcviVtML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YpKPLqaRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411LXX1VTIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rqQWjR8yL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Dz8Wjf44L.jpg']",4.428571428571429
1242,"Chips Ahoy! Chewy Reese's Peanut Butter Cup Chocolate Cookies, 9.5 Ounce",$2.56,B00RGNGLHU,"['https://images-na.ssl-images-amazon.com/images/I/41vfIDfYvTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vHnNMvGdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51IzNaKiIWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61hGDHdLS2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31MwAhfonHL.jpg']",4.099378881987578
1243,"Chips Ahoy! Reese's Peanut Butter Cup Cookies, 9.5 Ounce",$2.59,B00RGNFT0A,"['https://images-na.ssl-images-amazon.com/images/I/41PZCwfNwBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41TlMmM-CdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51iitLXVgsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61D7nrHnkWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31p0c7J5ejL.jpg']",4.0
1244,"Chips Ahoy! Chewy Reese's Peanut Butter Cup Cookies, 9.5 Ounce",$2.59,B00RGNG25G,"['https://images-na.ssl-images-amazon.com/images/I/41bRtmz2AFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fGSvUhKEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61F3sBA8xhL.jpg']",3.808080808080808
1245,"Chips Ahoy! White Fudge Chunky Chocolate Chip Cookies, 11.75 Ounce",$2.59,B00RGNGH1U,"['https://images-na.ssl-images-amazon.com/images/I/515316K3g6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41MsOlOOwjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51pjxutj11L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/618sn7OTXWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31C9MqQJKKL.jpg']",4.467741935483871
1246,"Chips Ahoy! Chunky Chocolate Chip Cookies, 11.75 Ounce (packaging may vary)",$2.56,B00RGNFO4G,"['https://images-na.ssl-images-amazon.com/images/I/31xOIk64kWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YywYdhr5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61rU79%2BjEZL.jpg']",4.536231884057971
1247,"Chips Ahoy! Original Chocolate Chip Cookies, 13 Ounce (packaging may vary)",$2.56,B00RGNF71Q,"['https://images-na.ssl-images-amazon.com/images/I/412MsvICc7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41V16tI7RjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fhIczYzNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51qocTXiRIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61PgQqkgj5L.jpg']",4.2064516129032254
1248,"Chips Ahoy! Original Chocolate Chip Cookies - Family Size, 18.2 Ounce",$3.41,B00RGNGQMU,"['https://images-na.ssl-images-amazon.com/images/I/412MsvICc7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41V16tI7RjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fhIczYzNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515Sosj4TPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ItgmCtwtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xugl%2BUWbL.jpg']",3.921259842519685
1249,"Chips Ahoy! Mini Chocolate Chip Cookies, 12 Count Individual Snack Bags",$4.69,B00RGOY6A8,"['https://images-na.ssl-images-amazon.com/images/I/511dni3fwiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51UXOUuceuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XatVYZ3yL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/619PHsxQ%2BAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Vr96yroeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51BHNVWV1LL.jpg']",4.708860759493671
1250,"Wheat Thins Crackers (Zesty Salsa, 9-Ounce Box)",$3.34,B00RGR3LW4,"['https://images-na.ssl-images-amazon.com/images/I/513t7SzBaHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51MudSmWlPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31zEAwYBkmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51UiQmz8EQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5100rQSG8UL.jpg']",3.7777777777777777
1251,"Wheat Thins Ranch Crackers, 9 Ounce",$3.34,B00RGR3FHU,"['https://images-na.ssl-images-amazon.com/images/I/51SDXKl8e6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5117X8mTnfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51TOji-dBPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uv2ZVhGkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51FAAgIL3JL.jpg']",4.0588235294117645
1252,"Ritz Toasted Chips, Veggie",$3.33,B00RGR384A,"['https://images-na.ssl-images-amazon.com/images/I/51ewEPLMSmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hBPpSBzTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514TWer2V7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61lsqsNRn7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31G8Ye%2BzGsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514TWer2V7L.jpg']",4.2
1253,"Wheat Thins Popped Chips (Sour Cream &amp; Onion, 4.5-Ounce Bag)",$3.50,B00RGR3PA2,"['https://images-na.ssl-images-amazon.com/images/I/5129uML6kxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41HM2-yB30L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31az6eXb-fL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51IDKLV9gSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41AY9u0MzPL.jpg']",3.909090909090909
1254,"Ritz Toasted Chips, Multigrain, 8.1 Ounce",$3.67,B00RGR3IR2,"['https://images-na.ssl-images-amazon.com/images/I/51kO8kiQCFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YAkQmfOxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61CS1ZcJZ9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/310-Vfo4DQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41MK9jp%2B6rL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51gz2Uk5saL.jpg']",4.541666666666667
1255,"Wheat Thins Sundried Tomato and Basil Crackers, 9 Ounce",$2.55,B00RGR3020,"['https://images-na.ssl-images-amazon.com/images/I/51SDXKl8e6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5117X8mTnfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516QQXCcS-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51u-8q5xpcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ULV2pGebL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41likxi7XtL.jpg']",4.392156862745098
1256,"Ritz Whole Wheat Crackers - Fresh Stacks, 11.6 Ounce",$2.56,B00RGUTIJG,"['https://images-na.ssl-images-amazon.com/images/I/41Fm%2BlTM4ML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51TSAFc6fRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51eClR-6cgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51UHt06yjyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51F%2BXhyyTbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Dc3kwS%2BLL.jpg']",4.45945945945946
1257,"Ritz Original Crackers - Family Size, 20.6 Ounce",$3.53,B00RGUTLMA,"['https://images-na.ssl-images-amazon.com/images/I/41Tp7G3aZXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FzMDZFaCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51b0sy-mNsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31LnDrUOiLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51UC9RfUijL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61Ap2twOakL.jpg']",4.532808398950131
1258,"Ritz Reduced Fat Crackers, 12.5 Ounce",$2.69,B00RGUTPC6,"['https://images-na.ssl-images-amazon.com/images/I/41Tp7G3aZXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417RvuPCaML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51b0sy-mNsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51dtmDV5EzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61%2B-mbP-8uL.jpg']",4.388888888888889
1259,"Ritz Peanut Butter Cracker Sandwiches, 8 Count Individual Snack Packs",$2.78,B00RGVOUIO,"['https://images-na.ssl-images-amazon.com/images/I/51rrPr04ZwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZWXIFE2UL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51imM0tfgoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41G9lDmaThL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IUjW8bB7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zIgTM6zgL.jpg']",4.5
1260,Glad OdorShield Tall Kitchen Drawstring Trash Bags - Febreze Island Fresh -  13 Gallon -  50 Count (Packaging May Vary),$11.99,B00RTKEJCE,"['https://images-na.ssl-images-amazon.com/images/I/51Rt93cdh%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QArnCcfjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ykQAXIoHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Nctt7GAcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uC75QNFML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516f-QppRIL.jpg']",4.71875
1261,"Jif Natural Peanut Butter Spread and Honey, 16 Ounce",$2.50,B00RVC0RTY,"['https://images-na.ssl-images-amazon.com/images/I/61ZHN8X-m-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61Wj0KNhvNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51gBHUiRh8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nInes%2BmCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51wLrWCiH8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51K-PlG7xDL.jpg']",4.488372093023256
1262,Nature Made Stress B Complex w. key B Vitamins + Vitamin C &amp; Zinc Tablets 75 Ct,$7.89,B00RVJ4HZ2,"['https://images-na.ssl-images-amazon.com/images/I/513uWK9jJ4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51MBarwrygL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/314BC25okkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/613dJMKQXdL.jpg']",4.576271186440678
1263,"Centrum Silver Adult (125 Count) Multivitamin/Multimineral Supplement Tablet, Vitamin D3, Age 50+",$6.23,B00RVJ2TVG,"['https://images-na.ssl-images-amazon.com/images/I/51a6YZAH5wL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ycgXuzwmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41gtuoUPcKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51JAlAa3xWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61SbqvMwHBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61%2BB%2BKGW0oL.jpg']",4.583333333333333
1264,"Nature Made Super B Complex + Vitamin C Tablets, 360 Count",$21.39,B00RVJ1UIO,"['https://images-na.ssl-images-amazon.com/images/I/514-beD1l0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51BqX4jOOEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DKS6em55L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31CqqcAcduL.jpg']",4.923076923076923
1265,"French Toast Crunch Cereal Box, 11.6 Ounce",$2.99,B00RZHUL4G,"['https://images-na.ssl-images-amazon.com/images/I/51OOLR3TxNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tiNHhPVVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2BVOYpGDiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sPNkb9t%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bDP2IVWoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OyiXcjdIL.jpg']",4.584269662921348
1266,"Cheerios Ancient Grains Breakfast Cereal, 9 oz",$6.42,B00RZHU31C,"['https://images-na.ssl-images-amazon.com/images/I/512N3QDhgkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41KxI2Ji4dL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41UBC%2B12BJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41MKQ8ns5hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61rLb9nsLvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RjP5PhRPL.jpg']",4.299065420560748
1267,"Kashi, Chewy Granola Bars, Chocolate Almond Sea Salt, Non-GMO Project Verified, 7.4 oz (6 Count)",$3.07,B00RZHV0GY,"['https://images-na.ssl-images-amazon.com/images/I/51wGFvSfCdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aUVYF8yNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417PLuz3elL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51viqEMyKZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31h2P2hWkcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41LvRHPUxSL.jpg']",3.8223684210526314
1268,"Honey Nut Chex Cereal, Gluten-Free Cereal, 12.5 oz Box",$2.52,B00S0MBX8S,"['https://images-na.ssl-images-amazon.com/images/I/610%2BKvT0gfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61GowiGdx1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518LDB5N5%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aMjby8EfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61kCXO8QRDL.jpg']",4.666666666666667
1269,"Silk Pure Almondmilk Dark Chocolate 8 Fluid Ounce (Pack of 6), Chocolate Flavored Non-Dairy Almond Milk, Individually Packaged",$6.41,B00SFCKDM0,"['https://images-na.ssl-images-amazon.com/images/I/51%2BNns866QL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51KZdX9GeGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RDTkrcINL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412w8mpUPxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4156VTTADDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/611Vki4M7wL.jpg']",4.7215189873417724
1270,"Campbell's Condensed Soup, Cream of Chicken &amp; Mushroom, 10.5 Ounce",$1.48,B00SGSG3HC,"['https://images-na.ssl-images-amazon.com/images/I/61vJYBSvcJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61R7WxVV4RL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61QSxb4VJdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tfh%2BsHSfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31j2VNFoHAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/512LPcIB8GL.jpg']",4.414285714285715
1271,"Campbell's Chunky Savory Chicken with White &amp; Wild Rice Soup, 18.8 oz Can",$1.79,B00SGSFXSW,"['https://images-na.ssl-images-amazon.com/images/I/61HpYUMM4dL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315TnjaMKEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yMYt1u2pL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61R%2BgI1a5xL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Fxt9vCYfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61xEQhutVfL.jpg']",4.209302325581396
1272,"TWIZZLERS Licorice Candy, Strawberry, 16 Ounce",$2.29,B00SGSF8E6,"['https://images-na.ssl-images-amazon.com/images/I/51q4WvAM6jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31PccPyZp8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Z-yRXBTsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aqkPkk4hL.jpg']",4.623762376237623
1273,"Campbell's Chunky Chicken Broccoli Cheese with Potato Soup, 18.8 oz. Can",$1.79,B00SGSKSIM,"['https://images-na.ssl-images-amazon.com/images/I/61iupv9x4bL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61pRam5oWyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/316cdibsoRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51S7GLeLj-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51TFg9KgOQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51eI3BsVB6L.jpg']",3.956140350877193
1274,"Annie's Macaroni &amp; Cheese, Rice Pasta &amp; Cheddar Gluten Free Mac and Cheese, Microwave Cups, 2 Cups, 2.01 oz Each",$3.48,B00SGSEQI0,"['https://images-na.ssl-images-amazon.com/images/I/51HmjiiwaRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XxTLTZigL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lnA4w5l3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Vm7uHYHXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61sjx3Q13TL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51seBtjmChL.jpg']",3.3421052631578947
